preds,labels,inputs,ids
"frozenset({'restaurant-name=none', '', 'hotel-book people=dontcare', 'hotel-book people=6', 'restaurant-book time=18:00', 'restaurant-book day=tuesday', 'hotel-stars=4', 'hotel-pricerange=none', 'restaurant-book people=6', 'hotel-parking=yes', 'hotel-name=huntingdon marriott hotel', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'hotel-book day=thursday', 'hotel-book day=wednesday', 'hotel-pricerange', 'restaurant-food=british', 'hotel-type=guesthouse', 'hotel-book people=5', 'hotel-book people=3', 'restaurant-food=none', 'hotel-name=hamilton lodge', 'restaurant-pricerange=none', 'hotel-book stay=3', 'hotel-stars=3', 'hotel-internet=yes', 'hotel-type=hotel', 'hotel-book day=saturday', 'hotel-pricerange=moderate', 'hotel-pricerange=dont', 'hotel-area=dontcare', 'hotel-type=', 'hotel-book day=tuesday', 'hotel-book stay=4', 'hotel-pricerange=', 'restaurant-area=none', 'hotel-type=guest', 'restaurant-name=taj tandoori restaurant', 'hotel-book stay=5', 'hotel-name=acorn guest house', 'hotel-name=gonville hotel', 'restaurant-name=tandoori palace', 'hotel-area=north'})","frozenset({'hotel-book stay=4', 'hotel-parking=yes', 'hotel-type=hotel', 'hotel-book day=saturday', 'hotel-pricerange=moderate', 'hotel-book people=6', 'hotel-book day=wednesday', 'hotel-stars=3', 'hotel-type=guesthouse', 'hotel-area=north', 'hotel-book people=5', 'hotel-name=hamilton lodge', 'hotel-book stay=3', 'hotel-stars=4', 'hotel-pricerange=none', 'hotel-internet=yes'})","['', 'hotel-stars= 4| hotel-internet= yes| hotel-type= hotel| hotel-pricerange= none', 'hotel-stars= 4| hotel-pricerange= moderate| hotel-internet= yes', 'hotel-internet= yes| hotel-book day= wednesday| hotel-stars= 4| hotel-book stay= 3| hotel-pricerange= moderate| hotel-book people= 6', '', 'hotel-stars= 3', 'hotel-area= north| hotel-type= guesthouse| hotel-stars= 3| hotel-parking= yes', 'hotel-book stay= 4| hotel-parking= yes| hotel-area= north| hotel-book people= 5| hotel-name= hamilton lodge| hotel-type= guesthouse| hotel-stars= 3| hotel-book day= saturday']","['SSNG0251.json', 'SSNG0251.json', 'SSNG0251.json', 'SSNG0251.json', 'PMUL1736.json', 'PMUL1736.json', 'PMUL1736.json', 'PMUL1736.json']"
"frozenset({'restaurant-name=none', '', 'train-destination=stevenage', 'attraction-area=centre', 'hotel-pricerange=cheap', 'attraction-name=soul tree nightclub', 'restaurant-book time=18:00', 'attraction-area=dontcare', 'attraction-type=night club', 'restaurant-book day=tuesday', 'hotel-stars=4', 'hotel-pricerange=none', 'attraction-name=club salsa', 'restaurant-book people=6', 'hotel-parking=yes', 'hotel-internet=', 'train-arriveby=cambridge', 'hotel-type=none', 'restaurant-area=centre', 'train-arriveby=12:30', 'attraction-name=the fez club', 'restaurant-pricerange=expensive', 'train-day=saturday', 'restaurant-food=british', 'restaurant-food=none', 'attraction-type=nightclub', 'restaurant-pricerange=none', 'train-day=', 'train-leaveat=none', 'train-departure=cambridge', 'hotel-internet=yes', 'hotel-type=hotel', 'hotel-pricerange=moderate', 'attraction-type=nightclub saturday', 'hotel-area=dontcare', 'train-arriveby=london liverpool street saturday', 'train-leaveat=12:30', 'train-destination=london liverpool street', 'hotel-name=ashley hotel', 'restaurant-area=none', 'train-arriveby=dontcare', 'hotel-area=centre', 'train-arriveby=london liverpool street', 'restaurant-name=taj tandoori restaurant', 'train-book people=1', 'hotel-name=a and b guest house', 'restaurant-name=tandoori palace', 'hotel-area=north'})","frozenset({'', 'train-destination=london liverpool street', 'hotel-type=none', 'attraction-name=the fez club', 'attraction-type=nightclub', 'train-day=saturday', 'attraction-area=dontcare', 'attraction-type=night club', 'train-leaveat=12:30', 'train-departure=cambridge'})","['', '', '', 'train-leaveat= 12:30| train-departure= cambridge| train-day= saturday', 'train-destination= london liverpool street| train-departure= cambridge| train-leaveat= 12:30| train-day= saturday', 'train-day= saturday| train-leaveat= 12:30| attraction-type= nightclub| train-departure= cambridge| train-destination= london liverpool street', 'attraction-area= dontcare| train-destination= london liverpool street| train-departure= cambridge| train-leaveat= 12:30| train-day= saturday| hotel-type= none| attraction-type= night club', 'train-leaveat= 12:30| train-departure= cambridge| attraction-area= dontcare| attraction-type= night club| train-day= saturday| hotel-type= none| attraction-name= the fez club| train-destination= london liverpool street']","['PMUL3239.json', 'PMUL3239.json', 'PMUL3239.json', 'PMUL3239.json', 'PMUL3239.json', 'PMUL3239.json', 'PMUL3239.json', 'PMUL3239.json']"
"frozenset({'restaurant-name=none', '', 'hotel-pricerange=cheap', 'restaurant-food=chinese', 'restaurant-name=hakka', 'restaurant-book people=1', 'train-leaveat=dontcare', 'hotel-name=el shaddai', 'restaurant-book time=18:00', 'train-le', 'attraction-area=dontcare', 'attraction-type=night club', 'restaurant-name=golden wok', 'restaurant-book day=tuesday', 'restaurant-area=north', 'hotel-stars=4', 'hotel-pricerange=none', 'restaurant-book people=6', 'hotel-parking=yes', 'hotel-book people=1', 'hotel-type=none', 'attraction-name=the fez club', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'train-departure=london liverpool street', 'hotel-stars=20:00', 'train-departure=cambridge-departure=cambridge-departure=cambridge-departure=', 'train-day=saturday', 'restaurant-food=british', 'train-leaveat=20:00', 'restaurant-food=none', 'restaurant-pricerange=none', 'train-departure=cambridge-arriveby=20:00', 'hotel-internet=yes', 'hotel-type=hotel', 'hotel-pricerange=moderate', 'train-book people=1', 'restaurant-area=north tuesday', 'train-destination=ely', 'train-leaveat=12:30', 'train-departure', 'train-destination=london liverpool street', 'hotel-book day=tuesday', 'restaurant-pricerange=dontcare', 'restaurant-area=none', 'train-day=tuesday', 'hotel-area=centre', 'train-day=thursday', 'hotel-book stay=2', 'hotel-area=west', 'hotel-name=a and b guest house', 'train-departure=cambridge', 'restaurant-name=taj tandoori restaurant', 'restaurant-name=tandoori palace', 'train-arriveby=20:00', 'hotel-area=north'})","frozenset({'train-destination=london liverpool street', 'hotel-type=none', 'attraction-name=the fez club', 'train-day=tuesday', 'restaurant-pricerange=expensive', 'train-day=saturday', 'attraction-area=dontcare', 'train-destination=ely', 'attraction-type=night club', 'restaurant-name=golden wok', 'train-leaveat=12:30', 'train-departure=cambridge', 'restaurant-food=chinese', 'restaurant-area=north', 'train-arriveby=20:00'})","['train-departure= cambridge| attraction-type= night club| train-day= saturday| hotel-type= none| attraction-area= dontcare| train-leaveat= 12:30| train-destination= london liverpool street| attraction-name= the fez club', 'attraction-type= night club| train-destination= london liverpool street| attraction-area= dontcare| train-leaveat= 12:30| hotel-type= none| attraction-name= the fez club| train-day= saturday| train-departure= cambridge', '', 'train-arriveby= 20:00| train-destination= ely', 'train-day= tuesday| train-departure= cambridge| train-destination= ely| train-arriveby= 20:00', 'train-departure= cambridge| train-arriveby= 20:00| train-destination= ely| train-day= tuesday', 'restaurant-area= north| train-arriveby= 20:00| restaurant-food= chinese| train-day= tuesday| train-departure= cambridge| train-destination= ely', 'restaurant-food= chinese| train-destination= ely| restaurant-area= north| restaurant-name= golden wok| train-departure= cambridge| restaurant-pricerange= expensive| train-arriveby= 20:00| train-day= tuesday']","['PMUL3239.json', 'PMUL3239.json', 'MUL1614.json', 'MUL1614.json', 'MUL1614.json', 'MUL1614.json', 'MUL1614.json', 'MUL1614.json']"
"frozenset({'', 'restaurant-name=none', 'attraction-area=centre', 'train-departure=cambridge kings cross', 'train-destination=stevenage', 'restaurant-name=hakka', 'attraction-type=dontcare', 'restaurant-book people=1', 'train-arriveby=18:00', 'train-leaveat=dontcare', 'train-departure=london liverpool', 'restaurant-book time=18:00', 'train-day=thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday', 'train-book people=6', 'restaurant-name=golden wok', 'restaurant-book day=tuesday', 'restaurant-area=north', 'train-leaveat=18:00', 'restaurant-book time=20:00', 'restaurant-book people=6', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'restaurant-book time=14:30', 'train-departure=london liverpool street', 'train-', 'restaurant-food=british', 'train-arriveby=11:30', 'restaurant-food=none', 'train-de', 'attraction-name=none', 'restaurant-pricerange=none', 'train-departure=cambridge', 'train-leaveat=', 'attraction-name=the man on moon museum', 'train-departure=08:00', 'train-destination=ely', 'train-leaveat=12:30', 'train-destination=cambridge', 'train-departure=ely', 'train-departure=none', 'restaurant-area=none', 'train-day=tuesday', 'train-day=thursday', 'restaurant-name=taj tandoori restaurant', 'train-book people=1', 'restaurant-food=chinese', 'restaurant-name=tandoori palace', 'train-arriveby=20:00'})","frozenset({'attraction-area=centre', 'restaurant-book people=6', 'restaurant-name=hakka', 'attraction-type=dontcare', 'train-day=tuesday', 'attraction-name=museum of archaelogy and anthropology', 'restaurant-pricerange=expensive', 'restaurant-book time=14:30', 'train-destination=ely', 'attraction-name=none', 'train-departure=cambridge', 'restaurant-food=chinese', 'restaurant-book day=tuesday', 'restaurant-area=north', 'train-arriveby=20:00'})","['train-destination= ely| train-day= tuesday| train-departure= cambridge| restaurant-pricerange= expensive| restaurant-name= golden wok| restaurant-food= chinese| restaurant-area= north| train-arriveby= 20:00', 'train-day= tuesday| restaurant-food= chinese| train-destination= ely| train-departure= cambridge| train-arriveby= 20:00| restaurant-pricerange= expensive| restaurant-area= north| restaurant-name= hakka', 'restaurant-book time= 14:30| train-day= tuesday| restaurant-food= chinese| train-departure= cambridge| restaurant-area= north| restaurant-pricerange= expensive| train-arriveby= 20:00| restaurant-name= hakka| train-destination= ely| restaurant-book people= 6', 'restaurant-book time= 14:30| train-departure= cambridge| train-destination= ely| train-day= tuesday| restaurant-pricerange= expensive| train-arriveby= 20:00| restaurant-book people= 6| restaurant-name= hakka| restaurant-food= chinese| restaurant-area= north', 'train-day= tuesday| train-departure= cambridge| restaurant-area= north| restaurant-book day= tuesday| restaurant-pricerange= expensive| train-destination= ely| restaurant-book people= 6| restaurant-food= chinese| restaurant-name= hakka| train-arriveby= 20:00| restaurant-book time= 14:30', '', 'attraction-area= centre', 'attraction-type= dontcare| attraction-name= none| attraction-area= centre']","['MUL1614.json', 'MUL1614.json', 'MUL1614.json', 'MUL1614.json', 'MUL1614.json', 'PMUL2705.json', 'PMUL2705.json', 'PMUL2705.json']"
"frozenset({'attraction-area=centre', 'restaurant-name=none', '', 'train-departure=stevenage', 'attraction-type=dontcare', 'train-arriveby=18:00', 'hotel-book people=6', 'train-departure=london liverpool street-leaveat=18:00', 'restaurant-book time=18:00', 'taxi-leaveat=24:45', 'restaurant-book day=tuesday', 'taxi-departure=museum of archaelogy and anthropology', 'train-leaveat=18:00', 'hotel-stars=4', 'hotel-pricerange=none', 'hotel', 'restaurant-book people=6', 'hotel-parking=yes', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'hotel-book day=thursday', 'train-departure=london liverpool street', 'hotel-type=guesthouse', 'hotel-book people=3', 'restaurant-food=british', 'restaurant-food=none', 'restaurant-pricerange=none', 'train', 'taxi-departure=none', 'train-departure=cambridge', 'hotel-internet=yes', 'hotel-type=hotel', 'hotel-book day=saturday', 'hotel-pricerange=moderate', 'hotel-parking=none', 'attraction-area=none', 'train-destination=cambridge', 'hotel-internet=none', 'hotel-area=none', 'train-departure=none', 'taxi-destination=alpha milton guest house', 'restaurant-area=none', 'hotel-area=centre', 'hotel-type=dontcare', 'train-day=thursday', 'hotel-book stay=5', 'train-book people=1', 'hotel-name=alpha milton guest house', 'restaurant-name=taj tandoori restaurant', 'restaurant-name=tandoori palace', 'attraction-name=museum of archaelogy and anthropology'})","frozenset({'attraction-area=centre', 'taxi-destination=alpha milton guest house', '', 'restaurant-name=the lucky star', 'attraction-type=dontcare', 'hotel-book day=saturday', 'hotel-book people=3', 'taxi-leaveat=24:45', 'hotel-book stay=5', 'hotel-name=alpha milton guest house', 'taxi-departure=museum of archaelogy and anthropology', 'attraction-name=museum of archaelogy and anthropology'})","['attraction-area= centre| attraction-type= dontcare| attraction-name= museum of archaelogy and anthropology', 'hotel-name= alpha milton guest house| attraction-name= museum of archaelogy and anthropology| attraction-area= centre| attraction-type= dontcare', 'attraction-name= museum of archaelogy and anthropology| attraction-type= dontcare| hotel-book day= saturday| hotel-book stay= 5| hotel-name= alpha milton guest house| attraction-area= centre| hotel-book people= 3', 'attraction-type= dontcare| taxi-destination= alpha milton guest house| attraction-area= centre| hotel-name= alpha milton guest house| hotel-book day= saturday| attraction-name= museum of archaelogy and anthropology| hotel-book people= 3| hotel-book stay= 5| taxi-departure= museum of archaelogy and anthropology| taxi-leaveat= 24:45', '', '', '', '']","['PMUL2705.json', 'PMUL2705.json', 'PMUL2705.json', 'PMUL2705.json', 'SNG01409.json', 'SNG01409.json', 'SNG01409.json', 'MUL0093.json']"
"frozenset({'', 'train-destination=stevenage', 'restaurant-name=none', 'restaurant-book time=11:15', 'train-day=monday', 'train-leaveat=11:45', 'restaurant-book time=18:00', 'train-departure=kings lynn', 'hotel-book day=monday', 'restaurant-book day=tuesday', 'train-arriveby=11:15', 'restaurant-food=dont', 'hotel-stars=4', 'hotel', 'hotel-area=', 'restaurant-book people=6', 'hotel-parking=yes', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'restaurant-area=dont', 'restaurant-food=thai', 'restaurant-food=british', 'hotel-type=guesthouse', 'train-arriveby=11:45', 'hotel-book people=5', 'restaurant-food=none', 'train-day=none', 'restaurant-pricerange=none', 'train-leaveat=none', 'hotel-internet=yes', 'restaurant-name=the lucky star', 'hotel-type=hotel', 'restaurant-leaveat', 'restaurant-book people=5', 'hotel-pricerange=moderate', 'hotel-area=dontcare', 'restaurant-area=', 'restaurant-leaveat=none', 'train-departure=ely', 'hotel-area=none', 'restaurant-stars=4', 'hotel-name=ashley hotel', 'restaurant-book day=thursday', 'restaurant-area=none', 'hotel-star=0', 'restaurant-pricerange=moderate', 'restaurant-book day=monday', 'hotel-book stay=5', 'train-departure=cambridge', 'restaurant-food=acorn guest house', 'hotel-name=acorn guest house', 'restaurant-name=taj tandoori restaurant', 'restaurant-name=tandoori palace', 'hotel-area=north'})","frozenset({'restaurant-name=the lucky star', 'hotel-parking=yes', 'hotel-type=hotel', 'restaurant-book time=11:15', 'restaurant-book people=5', 'hotel-pricerange=moderate', 'attraction-type=entertainment', 'hotel-type=guesthouse', 'restaurant-book day=monday', 'hotel-name=acorn guest house', 'hotel-internet=yes'})","['restaurant-name= the lucky star', 'restaurant-book people= 5| restaurant-name= the lucky star| restaurant-book day= monday| restaurant-book time= 11:15', 'restaurant-book day= monday| hotel-parking= yes| restaurant-book people= 5| restaurant-book time= 11:15| restaurant-name= the lucky star| hotel-pricerange= moderate| hotel-type= hotel', 'restaurant-book people= 5| hotel-internet= yes| hotel-type= guesthouse| restaurant-book day= monday| restaurant-book time= 11:15| restaurant-name= the lucky star| hotel-parking= yes| hotel-pricerange= moderate', 'restaurant-name= the lucky star| hotel-internet= yes| hotel-pricerange= moderate| restaurant-book people= 5| hotel-type= guesthouse| restaurant-book day= monday| restaurant-book time= 11:15| hotel-parking= yes', 'hotel-parking= yes| hotel-internet= yes| hotel-name= acorn guest house| hotel-pricerange= moderate| restaurant-book time= 11:15| hotel-type= guesthouse| restaurant-name= the lucky star| restaurant-book people= 5| restaurant-book day= monday', 'hotel-name= acorn guest house| hotel-parking= yes| restaurant-book day= monday| restaurant-book people= 5| hotel-internet= yes| restaurant-name= the lucky star| restaurant-book time= 11:15| hotel-type= guesthouse| hotel-pricerange= moderate', '']","['MUL0093.json', 'MUL0093.json', 'MUL0093.json', 'MUL0093.json', 'MUL0093.json', 'MUL0093.json', 'MUL0093.json', 'PMUL3838.json']"
"frozenset({'attraction-area=centre', 'train-destination=stevenage', '', 'restaurant-name=none', 'train-arriveby=18:00', 'attraction-name=cherry hinton hall and grounds', 'hotel-book people=6', 'train-departure=london liverpool street-leaveat=18:00', 'restaurant-book time=18:00', 'hotel-internet=no', 'restaurant-book day=tuesday', 'train-leaveat=18:00', 'hotel-pricerange=none', 'hotel-stars=4', 'hotel-name=alpha milton guest house', 'restaurant-book people=6', 'hotel-parking=yes', 'hotel-type=none', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'hotel-book day=thursday', 'train-departure=london liverpool street', 'attraction-type=entertainment', 'train-departure=london liverpool street=none', 'hotel-type=guesthouse', 'restaurant-food=british', 'restaurant-food=none', 'train-day=thursday tuesday saturday', 'hotel-book stay=3', 'restaurant-pricerange=none', 'hotel-internet=yes', 'train-departure=08:00', 'hotel-type=hotel', 'train-depart', 'hotel-pricerange=moderate', 'hotel-name=alexander', 'hotel-area=dontcare', 'hotel-parking=none', 'hotel-type=', 'train-day=thursday tuesday s', 'train-destination=cambridge', 'hotel-internet=none', 'hotel-area=none', 'train-departure=none', 'attraction-name=funky fun house', 'attraction-type=', 'restaurant-area=none', 'hotel-pricerange=dontcare', 'hotel-name=alexander bed and breakfast', 'train-day=thursday', 'hotel-book stay=5', 'train-departure=cambridge', 'restaurant-name=taj tandoori restaurant', 'hotel-book people=8', 'hotel-stars=none', 'restaurant-name=tandoori palace', 'hotel-book day=friday'})","frozenset({'attraction-area=centre', 'attraction-name=funky fun house', 'hotel-pricerange=moderate', 'hotel-book stay=3', 'hotel-name=alexander', 'hotel-stars=3', 'attraction-type=entertainment', 'hotel-internet=no', 'hotel-name=alexander bed and breakfast', 'hotel-type=guesthouse', 'hotel-book people=8', 'hotel-book day=friday'})","['attraction-type= entertainment', 'attraction-type= entertainment| attraction-name= funky fun house| attraction-area= centre', 'attraction-name= funky fun house| attraction-type= entertainment', 'hotel-name= alexander bed and breakfast| attraction-name= funky fun house| attraction-type= entertainment', 'hotel-name= alexander bed and breakfast| attraction-name= funky fun house| attraction-type= entertainment', 'hotel-type= guesthouse| hotel-name= alexander| attraction-name= funky fun house| hotel-book people= 8| hotel-book day= friday| attraction-type= entertainment| hotel-book stay= 3', '', 'hotel-internet= no| hotel-type= guesthouse']","['PMUL3838.json', 'PMUL3838.json', 'PMUL3838.json', 'PMUL3838.json', 'PMUL3838.json', 'PMUL3838.json', 'PMUL0195.json', 'PMUL0195.json']"
"frozenset({'', 'restaurant-area=dontcare', 'restaurant-name=none', 'restaurant-book people=1', 'restaurant-book time=18:00', 'hotel-internet=no', 'hotel-parking=no', 'restaurant-book day=tuesday', 'taxi-arriveby=17:45', 'hotel-area=', 'restaurant-book people=6', 'hotel-parking=yes', 'hotel-book people=1', 'restaurant-area=centre', 'restaurant-food', 'restaurant-pricerange=expensive', 'hotel-book day=thursday', 'hotel-type=guesthouse', 'restaurant-food=british', 'hotel-book people=5', 'taxi-departure=alpha milton guest house', 'restaurant-food=none', 'hotel-stars=3', 'restaurant-pricerange=none', 'restaurant-name=copper kettle', 'restaurant-name=hamilton lodge', 'restaurant-name=cotto', 'hotel-pricerange=moderate', 'restaurant-book time=17:45', 'hotel-area=dontcare', 'taxi-destination=copper kettle', 'restaurant-pricerange=', 'hotel-area=none', 'restaurant-area=none', 'restaurant-book day=thursday', 'restaurant-pricerange=moderate', 'hotel-book stay=5', 'restaurant-name=taj tandoori restaurant', 'hotel-name=alpha milton guest house', 'restaurant-name=tandoori palace', 'hotel-area=north'})","frozenset({'', 'restaurant-book people=1', 'hotel-internet=no', 'taxi-arriveby=17:45', 'taxi-departure=alpha minon guesthouse', 'hotel-book people=1', 'hotel-book day=thursday', 'hotel-type=guesthouse', 'restaurant-food=british', 'hotel-stars=3', 'restaurant-name=copper kettle', 'hotel-pricerange=moderate', 'restaurant-book time=17:45', 'taxi-destination=copper kettle', 'restaurant-area=none', 'restaurant-book day=thursday', 'restaurant-pricerange=moderate', 'hotel-book stay=5', 'hotel-name=alpha milton guest house'})","['hotel-pricerange= moderate| hotel-stars= 3| hotel-internet= no| hotel-type= guesthouse', 'hotel-type= guesthouse| hotel-pricerange= moderate| hotel-book stay= 5| hotel-name= alpha milton guest house| hotel-book day= thursday| hotel-stars= 3| hotel-book people= 1| hotel-internet= no', 'hotel-stars= 3| hotel-book stay= 5| hotel-internet= no| restaurant-pricerange= moderate| restaurant-food= british| hotel-type= guesthouse| hotel-name= alpha milton guest house| restaurant-area= none| hotel-pricerange= moderate| hotel-book day= thursday| hotel-book people= 1', 'hotel-stars= 3| hotel-book day= thursday| hotel-book stay= 5| hotel-type= guesthouse| restaurant-pricerange= moderate| restaurant-food= british| hotel-internet= no| hotel-pricerange= moderate| hotel-name= alpha milton guest house| hotel-book people= 1', 'hotel-stars= 3| restaurant-book day= thursday| hotel-name= alpha milton guest house| restaurant-book people= 1| restaurant-book time= 17:45| hotel-book people= 1| restaurant-pricerange= moderate| restaurant-name= copper kettle| restaurant-food= british| hotel-pricerange= moderate| hotel-book day= thursday| hotel-book stay= 5| hotel-type= guesthouse| hotel-internet= no', 'hotel-pricerange= moderate| hotel-internet= no| restaurant-book time= 17:45| hotel-stars= 3| hotel-book day= thursday| restaurant-book people= 1| restaurant-book day= thursday| hotel-type= guesthouse| restaurant-pricerange= moderate| hotel-book people= 1| hotel-name= alpha milton guest house| restaurant-food= british| restaurant-name= copper kettle| hotel-book stay= 5', 'restaurant-book time= 17:45| hotel-book day= thursday| taxi-arriveby= 17:45| restaurant-pricerange= moderate| restaurant-book day= thursday| hotel-book stay= 5| restaurant-food= british| taxi-destination= copper kettle| restaurant-book people= 1| hotel-type= guesthouse| hotel-pricerange= moderate| hotel-stars= 3| hotel-internet= no| hotel-name= alpha milton guest house| restaurant-name= copper kettle| hotel-book people= 1| taxi-departure= alpha minon guesthouse', '']","['PMUL0195.json', 'PMUL0195.json', 'PMUL0195.json', 'PMUL0195.json', 'PMUL0195.json', 'PMUL0195.json', 'PMUL0195.json', 'PMUL4911.json']"
"frozenset({'restaurant-name=none', '', 'train-destination=stevenage', 'train-lea', 'hotel-pricerange=cheap', 'attraction-type=dontcare', 'train-leaveat=dontcare', 'train-arriveby=none', 'restaurant-book time=18:00', 'restaurant-book day=tuesday', 'hotel-stars=4', 'attraction-name=camboats', 'restaurant-book people=6', 'hotel-parking=yes', 'hotel-book people=1', 'train-departure=saturday', 'hotel-internet=dont', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'attraction-area=east', 'train-day=saturday', 'restaurant-food=british', 'train-arriveby=11:45', 'restaurant-food=none', 'restaurant-pricerange=none', 'train-leaveat=none', 'hotel-internet=yes', 'train-departure=08:00', 'hotel-type=hotel', 'hotel-book day=saturday', 'train-departure=london liver', 'hotel-pricerange=moderate', 'train-book people=1', 'hotel-area=east', 'train-departure=birmingham new street', 'train-destination=cambridge', 'restaurant-area=none', 'train-arriveby=dontcare', 'hotel-area=centre', 'hotel-inter', 'hotel-book stay=2', 'restaurant-name=taj tandoori restaurant', 'train-departure=cambridge', 'hotel-name=a and b guest house', 'hotel-name=acorn guest house', 'restaurant-name=tandoori palace', 'hotel-area=north'})","frozenset({'', 'attraction-name=funky fun house', 'attraction-type=dontcare', 'attraction-area=east', 'train-departure=birmingham new street', 'train-day=saturday', 'train-arriveby=11:45', 'train-book people=1', 'train-destination=cambridge', 'train-leaveat=none'})","['', '', 'train-day= saturday| train-leaveat= none', 'train-destination= cambridge| train-day= saturday| train-departure= birmingham new street| train-arriveby= 11:45', 'train-day= saturday| train-destination= cambridge| train-departure= birmingham new street| train-arriveby= 11:45', 'train-book people= 1| train-day= saturday| train-destination= cambridge| train-arriveby= 11:45| train-departure= birmingham new street', 'attraction-area= east| train-departure= birmingham new street| train-arriveby= 11:45| train-destination= cambridge| train-book people= 1| train-day= saturday', 'attraction-type= dontcare| train-book people= 1| train-destination= cambridge| train-arriveby= 11:45| attraction-area= east| train-day= saturday| train-departure= birmingham new street']","['PMUL4911.json', 'PMUL4911.json', 'PMUL4911.json', 'PMUL4911.json', 'PMUL4911.json', 'PMUL4911.json', 'PMUL4911.json', 'PMUL4911.json']"
"frozenset({'', 'restaurant-name=none', 'attraction-area=centre', 'train-destination=stevenage', 'attraction-type=dontcare', 'train-arriveby=18:00', 'train-leaveat=dontcare', 'restaurant-book time=18:00', 'restaurant-name=ashley hotel', 'restaurant-book day=tuesday', 'hotel-stars=4', 'train-leaveat=18:00', 'restaurant-book people=6', 'hotel-parking=yes', 'hotel-stars', 'attraction-name=christ college', 'restaurant-area=centre', 'train-arriveby=12:30', 'restaurant-pricerange=expensive', 'attraction-area=east', 'train-departure=london liverpool street', 'train-day=saturday', 'restaurant-food=british', 'train-arriveby=11:30', 'train-arriveby=11:45', 'hotel-stars=2', 'restaurant-food=none', 'train-de', 'attraction-area=centre saturday', 'restaurant-pricerange=none', 'hotel-name=funky fun house', 'hotel-internet=yes', 'train-departure=cambridge', 'train-departure=london liverpool street st st', 'hotel-type=hotel', 'hotel-pricerange=moderate', 'hotel-book people=7', 'train-destination=london liverpool street-leaveat=none', 'hotel-area=east', 'hotel-area=centre st st st st st st', 'hotel-area=dontcare', 'train-departure=birmingham new street', 'train-leaveat=11:30', 'attraction-type=college', 'train-leaveat=12:30', 'train-destination=cambridge', 'hotel-name=express by holiday inn cambridge', 'train-departure=corpus christi', 'train-departure=emmanuel shaddai st st st st st st st', 'attraction-name=funky fun house', 'hotel-name=ashley hotel', 'restaurant-area=none', 'hotel-parking', 'hotel-pricerange=dontcare', 'hotel-area=centre', 'train-day=thursday', 'restaurant-name=taj tandoori restaurant', 'train-book people=1', 'hotel-book stay=2', 'attraction-name=corpus christi', 'restaurant-name=tandoori palace', 'hotel-book day=friday'})","frozenset({'attraction-area=centre', 'attraction-type=dontcare', 'restaurant-name=ashley hotel', 'attraction-area=east', 'hotel-book stay=1', 'train-day=saturday', 'hotel-stars=2', 'train-arriveby=11:45', 'hotel-internet=yes', 'hotel-type=hotel', 'hotel-pricerange=moderate', 'hotel-book people=7', 'train-departure=birmingham new street', 'attraction-type=college', 'train-destination=cambridge', 'attraction-name=funky fun house', 'hotel-name=ashley hotel', 'train-book people=1', 'hotel-book stay=2', 'attraction-name=corpus christi', 'hotel-book day=friday'})","['train-arriveby= 11:45| attraction-name= funky fun house| train-day= saturday| attraction-area= east| train-book people= 1| train-destination= cambridge| train-departure= birmingham new street| attraction-type= dontcare', 'train-departure= birmingham new street| attraction-name= funky fun house| train-arriveby= 11:45| attraction-area= east| train-day= saturday| train-destination= cambridge| train-book people= 1| attraction-type= dontcare', '', 'attraction-type= college| attraction-area= centre', 'attraction-type= college| attraction-area= centre| attraction-name= corpus christi', 'hotel-stars= 2| attraction-area= centre| attraction-type= college| hotel-type= hotel| attraction-name= corpus christi', 'attraction-name= corpus christi| attraction-area= centre| hotel-stars= 2| attraction-type= college| hotel-pricerange= moderate| hotel-type= hotel', 'hotel-internet= yes| hotel-pricerange= moderate| hotel-stars= 2| attraction-type= college| hotel-book day= friday| hotel-book stay= 2| attraction-area= centre| attraction-name= corpus christi| restaurant-name= ashley hotel| hotel-type= hotel| hotel-book people= 7| hotel-name= ashley hotel']","['PMUL4911.json', 'PMUL4911.json', 'MUL1011.json', 'MUL1011.json', 'MUL1011.json', 'MUL1011.json', 'MUL1011.json', 'MUL1011.json']"
